LOCALITY,LOCALITY_TYPE,LOCALITY_ID,LATITUDE,LONGITUDE,STATE_CODE,Number_of_checklists
Dolan Wetlands,P,L2689327,39.2482561,-86.5015411,US-IN,18
Zib Lane mitigation wetlands (restricted access; roadside viewing),H,L3979476,38.1319028,-85.713433,US-KY,18
Swan Creek Wetlands--waterlily cove,P,L1810617,39.1932664,-76.5479922,US-MD,18
Beaver Creek Wetland ,H,L582546,39.5818448,-77.6415825,US-MD,18
Mitigation Wetlands Omo Rd - 29 Mile,P,L4670227,42.761239,-82.853429,US-MI,18
Lincoln Lake Ave./12 Mile wetland,H,L1202969,43.1446478,-85.3510666,US-MI,18
Willowgate Wetland Preserve,P,L5721080,42.914184,-83.527303,US-MI,18
Six Mile Creek Wetland,P,L7086303,35.0111362,-80.8284985,US-NC,18
"Mink Brook -- Wetlands Area, Hanover",P,L2783596,43.6910087,-72.2820568,US-NH,18
Wetland at end of Black Oak Drive,P,L3135684,42.7128035,-71.5922399,US-NH,18
Pueblo Canyon WTP Outfall/Wetland (Los Alamos County),P,L10307876,35.8820633,-106.2499559,US-NM,18
"NO PUBLIC ACCESS, Pajarito Wetlands, Los Alamos US-NM (35.8357,-106.2548)",P,L9283362,35.835681,-106.254824,US-NM,18
Pruitt Lane and CR 32 wetland,H,L2958664,42.256954,-75.808996,US-NY,18
MCP Newport Wetlands,P,L8912563,41.0514761,-80.6779075,US-OH,18
Scioto Audubon Metro Park--Wetland Trails,H,L17013426,39.9482461,-83.0110622,US-OH,18
West Eugene Wetlands--Red House (restricted access),H,L1137656,44.0497505,-123.177166,US-OR,18
Bales Wetlands Park,H,L1079574,45.4790573,-122.8604481,US-OR,18
"Eugene, wetland S of Cantrell Road, near top of bank just past access gate",P,L2891723,44.0415324,-123.2491972,US-OR,18
Route 54 Wetland,P,L2727558,41.0911739,-76.7071545,US-PA,18
Greencove Wetlands,P,L385491,40.1784307,-80.401994,US-PA,18
Lowe's wetland,P,L4396147,40.6894517,-80.0795817,US-PA,18
Wetland/Pond Rt 54 and Preserve Rd,P,L3557564,41.0909846,-76.7058912,US-PA,18
Jackson Fairgrounds and Wetlands,P,L2496749,35.5996105,-88.809425,US-TN,18
Chain of Wetlands,P,L1795130,32.7162772,-96.7404556,US-TX,18
La Sal/Deer Creek Wetlands,H,L1639686,38.325866,-109.1239503,US-UT,18
Stone Ridge Estates Wetlands,P,L8343462,38.461673,-78.056283,US-VA,18
"Center Church / Lopez Union Cemetery and adjacent wetland, Lopez Island",H,L2095150,48.4785117,-122.9212768,US-WA,18
hwy 41 & 151 wetland,P,L2755837,43.7363982,-88.4423018,US-WI,18
Parkland Wetland,H,L2970348,46.6423551,-92.0130537,US-WI,18
Renner Wetlands,P,L3610339,44.1573556,-107.5387931,US-WY,18
River Road Wetlands,P,L11717358,34.024856,-88.062989,US-AL,17
USACE Marsh & Wetlands (exclude Santa Ana River),H,L4609378,33.6319224,-117.9525855,US-CA,17
Sweetwater Wetlands Park,P,L16865131,29.620393,-82.326166,US-FL,17
Momence Wetlands Stateline Road,P,L2216908,41.161209,-87.528963,US-IL,17
Anderson Wetlands,P,L17980374,40.143649,-85.690827,US-IN,17
Clinton Rd. 350 E Wabash Valley Wetland,H,L3081641,39.6310768,-87.3991585,US-IN,17
Zimmerman Wetlands,P,L911057,39.1284623,-86.1613083,US-IN,17
Firebrook Reservoirs & Wetlands,H,L17172183,37.9928114,-84.5900489,US-KY,17
"Bell Branch Wetlands, Gambrills (restricted access)",H,L9476681,38.9915718,-76.6296026,US-MD,17
Warren and Sheldon Rds. wetland,H,L5693267,42.3370236,-83.4801775,US-MI,17
Linn Rd. wetland,H,L11030987,42.6742398,-84.2773477,US-MI,17
Mitigated Wetlands,P,L4411408,42.7622799,-82.8593945,US-MI,17
Rte H wetland east of Agency,P,L11310448,39.643898,-94.7339499,US-MO,17
Upper Ford Wetlands,P,L6685055,48.9079354,-115.6613152,US-MT,17
US-Montana-Charlo-Moiese Valley Rd wetlands - 47.375x-114.262,P,L5720569,47.3746399,-114.262494,US-MT,17
33rd and M wetlands,H,L14170000,41.2204271,-97.1333935,US-NE,17
"Messer Brook Wetland, Hooksett",H,L5524152,43.044569,-71.4502367,US-NH,17
Loomis Goose Creek Lakeshore Wetland Preserve,H,L4094010,42.1062554,-79.3690063,US-NY,17
"SGL 242 Honey Road Access to Wetlands (40.086, -76.942)",P,L11770522,40.0859712,-76.9422015,US-PA,17
Cheslen Wetlands,P,L5067972,39.9350459,-75.7240605,US-PA,17
Copeland Farm Wetland/pond,P,L2693287,35.7564953,-83.401167,US-TN,17
Viola wetland,P,L10569119,35.5453027,-85.8755369,US-TN,17
McManamon Rd. Wetlands,H,L1459974,46.8677322,-119.1944834,US-WA,17
Kitsap - Black Jack Crk Wetlands,P,L1463602,47.4810885,-122.6463595,US-WA,17
"Wetland Loop 6681 Leaches Crossing Rd, Avoca US-WI 43.13693, -90.23602",P,L16345345,43.136929,-90.236022,US-WI,17
Valley Bend Wetland WMA,P,L2675345,38.7663569,-79.9402356,US-WV,17
Clark County Wetlands Park-Historic Lateral Weir,P,L6596323,36.0897598,-114.9753716,US-NV,16
Delta Shores wetlands,H,L18097833,38.4592295,-121.4839651,US-CA,16
40th Lane wetland,P,L392616,38.147467,-104.4235039,US-CO,16
Horse Barn Rd wetlands,H,L3838865,30.815803,-85.937634,US-FL,16
Green Cay Nature Center & Wetlands,P,L1875724,26.523982,-80.0760566,US-FL,16
"Sweetwater Wetlands Park, Gainesville US-FL (29.6193,-82.3293)",P,L8413750,29.619278,-82.329269,US-FL,16
Bethel Dr. (former wetland),H,L7283757,41.1692296,-87.8936076,US-IL,16
Weaver Prairie Wetland,H,L16514350,41.651708,-88.3657779,US-IL,16
Wetland Watchers Park,H,L7531404,30.056436,-90.369689,US-LA,16
North Branch Wetlands (Kempton),H,L14992916,39.203877,-79.475123,US-MD,16
N.C. 116 wetlands,P,L16825280,35.3384551,-83.2326346,US-NC,16
Jersey Gardens Mall--Wetland Mitigation North Side,H,L5521610,40.6631746,-74.1709301,US-NJ,16
Brossard Rd. Wetlands,P,L12126245,42.498611,-76.994875,US-NY,16
Ludlow Creek Wetlands,P,L6777123,40.734706,-73.1269741,US-NY,16
Christine Sevilla Wetlands Preserve,H,L1134739,42.9724702,-77.8168058,US-NY,16
Thurston Hill Rd Marsh Wetland,P,L7695779,42.797274,-74.916264,US-NY,16
Chenango SPCA wetlands - Norwich,P,L9539767,42.5502191,-75.51081,US-NY,16
Zaleski State Forest--Shooting Range Wetland,H,L1480261,39.29712,-82.38801,US-OH,16
Deer Creek Wildlife Area--East St. Wetland,H,L1666014,39.5577359,-83.2563996,US-OH,16
Eaton Estate Wetland,P,L14546893,41.341829,-81.549717,US-OH,16
Marlboro Ave Wetland/Marsh,P,L5946811,40.9717709,-81.212976,US-OH,16
Fairview Wetlands,P,L7520104,44.8947979,-123.0017294,US-OR,16
"3200–3298 Fern Hill Wetlands S, Forest Grove US-OR (45.5092,-123.0902)",P,L9456481,45.509156,-123.090203,US-OR,16
"EEW, wetland viewpoint",P,L7640561,44.7076729,-123.2082843,US-OR,16
Mammoth Wetlands,H,L1230991,40.2105822,-79.4695176,US-PA,16
District Rd. Wetlands,H,L11125638,41.3505857,-80.2690298,US-PA,16
Rincon Channel Wetlands,H,L1266512,27.8285259,-97.3905373,US-TX,16
"SH 87 / Tenaha Creek Wetlands, Center, Texas, US (31.774, -94.099)",P,L8642749,31.7735996,-94.0987898,US-TX,16
Shenandoah Wetlands Bank,P,L7462783,38.0121567,-79.0479592,US-VA,16
Ferdinand--S. America Pond Rd. near wetland,P,L2213155,44.7573797,-71.7327452,US-VT,16
Golf Course Rd/Cody Rd wetland,P,L4397319,43.7937842,-88.3481541,US-WI,16
"Wetlands Preserve, Ephraim",H,L2395660,45.1476922,-87.1817654,US-WI,16
Sturtevant Road Wetland,H,L9183604,42.7679005,-88.8052787,US-WI,16
Green Valley Road Wetlands,H,L5390611,44.0870443,-88.5613561,US-WI,16
North Primm Scenic Wetland,P,L3536234,35.61632,-115.38369,US-NV,15
Carlin Tunnels Wetlands,H,L873654,40.7266734,-116.0351944,US-NV,15
"7050 Wetlands Park Lane, Las Vegas, Nevada, US (36.104, -115.02)",P,L6983815,36.104027,-115.0203541,US-NV,15
Fields Rd seasonal wetland/sod farm,P,L2081554,34.5597991,-86.5948391,US-AL,15
"(32.7275,-114.6137)Yuma East wetlands",P,L8350800,32.727532,-114.613734,US-AZ,15
Lower Lake Mary Wetland,P,L2883055,35.1129229,-111.5854311,US-AZ,15
Meadow Dr.--wetlands,H,L592553,38.1493907,-122.2737551,US-CA,15
Willits - North Hwy 101 Interchange Wetlands,H,L10831405,39.428723,-123.354515,US-CA,15
Shollenberger Park wetlands,P,L751089,38.2272243,-122.5915861,US-CA,15
Chaffee CR 154 Vernal Wetlands,P,L11031344,38.5439248,-106.017252,US-CO,15
Green Cay Nature Center and Wetlands,P,L2472777,26.4873693,-80.1606435,US-FL,15
"Wetland, Highway 29, just north of 41",P,L6577888,25.9110836,-81.3645691,US-FL,15
Goose Pond Lane Wetlands,P,L1495391,30.47497,-84.2436622,US-FL,15
"164 Wandering Wetlands Cir, Bradenton US-FL (27.5055,-82.4721)",P,L10152896,27.505475,-82.47214,US-FL,15
Vero wetlands,P,L3322678,27.6883923,-80.5517578,US-FL,15
Conner Lake Wetlands,P,L1250219,38.116934,-90.1484871,US-IL,15
Chase Street Wetland,P,L1249079,41.5619035,-87.3788595,US-IN,15
Walmart Wetlands,P,L12122419,41.557693,-85.787063,US-IN,15
Milford WA--Zac Hudec Wetlands,H,L1505350,39.3111934,-97.0520587,US-KS,15
Mt. Hope City Wetland,H,L8082155,37.8743249,-97.6640121,US-KS,15
NW 13th St. Wetland,H,L3820321,39.069509,-95.8066177,US-KS,15
NW Huxman Rd. & NW 17th St. Wetland,H,L4563349,39.0809153,-95.7944083,US-KS,15
"Clousers' copse & wetland, 500 N Rd.",P,L3565993,38.8112203,-95.2645272,US-KS,15
Piscataway Education Wetland/Wagner Community Center,P,L3838800,38.6892699,-77.0514563,US-MD,15
Union Mills Wetlands,P,L5546723,39.6667013,-77.0346207,US-MD,15
Edgar Rd. wetland,H,L11225430,42.586736,-84.503317,US-MI,15
Wetlands southeast of Bancroft,H,L9239564,42.0020099,-96.5385169,US-NE,15
Safe Harbor Wetlands,P,L4528013,39.2251224,-74.6428299,US-NJ,15
"US-NY Rochester - Ballantyne x Archer Rd wetland (43.0886,-77.7239)",P,L7545084,43.0881893,-77.7241207,US-NY,15
"Mohawk-Hudson Bike-Hike Trail, I890 Wetlands Reclamation",H,L1531239,42.8433495,-74.0034009,US-NY,15
Grand River Wildlife Area--Dead Branch Wetlands,H,L3599561,41.3904933,-80.9324545,US-OH,15
"Milliron Rd. Wetlands, Junction City",P,L5430866,44.1711441,-123.200226,US-OR,15
Vanport Wetlands,P,L1531276,45.6038955,-122.6863558,US-OR,15
"Eugene, Green Hill Rd., double wide pullout across from new wetland area",P,L3488307,44.0578772,-123.2083514,US-OR,15
Lehigh Carbon Community College Grassland/Artificial Wetland,P,L6040401,40.8476772,-75.882276,US-PA,15
Gardners Mill Wetland,H,L5933171,36.7503871,-80.7523334,US-VA,15
Dead Creek WMA IBA--Town House Rd. Wetland,H,L934683,44.0435504,-73.3291054,US-VT,15
"Guilford Street Wetland, Brattleboro",P,L14188400,42.832402,-72.585828,US-VT,15
Bezo's Wetlands,P,L11862363,47.410332,-122.2430417,US-WA,15
Discovery Park - Utah Wetlands,P,L14280036,47.661434,-122.418321,US-WA,15
Jefferson Egg n I rd wetlands,P,L2496997,47.955058,-122.788644,US-WA,15
Lowney-Rohan Wetlands,H,L4677869,44.5304127,-88.7707758,US-WI,15
Sylvan Road Sedge Meadow and Wetland (Iowa Co.),H,L2708789,42.8923314,-89.9820292,US-WI,15
Keehan Road Wetlands,P,L1456686,44.280349,-87.8576392,US-WI,15
Shenandoah River/wetlands - NPHF,P,L1408038,39.3184731,-77.747379,US-WV,15
Numana Wetlands,P,L3919188,39.72286,-119.31976,US-NV,14
Northwest Medical Center Wetland & Trail,H,L1543262,36.3411473,-94.1886825,US-AR,14
"I-40 Wetlands-Willow Bend Trail, Flagstaff, AZ",P,L5199486,35.18868,-111.630712,US-AZ,14
New River Wetlands,H,L2284545,32.8712286,-115.6655914,US-CA,14
Bolsa Chica Wetlands,P,L12116089,33.703282,-118.037864,US-CA,14
E. Giacomini Wetlands,P,L5747237,38.0767103,-122.8178573,US-CA,14
Stockton WTP--wetlands (restricted access),H,L1318624,37.9377839,-121.3544869,US-CA,14
Hobgood/Drew Wetlands & Nature Preserve,P,L14649888,37.9352978,-107.809813,US-CO,14
Partrick Wetlands,P,L5127015,41.158116,-73.378174,US-CT,14
"164 Wandering Wetlands Cir, Bradenton US-FL (27.5053,-82.4723)",P,L10027645,27.505312,-82.472332,US-FL,14
Mt. Olive Cemetary Rd Wetlands,H,L3040130,30.592607,-85.1205549,US-FL,14
Zimmerman wetlands,P,L5670902,39.1296769,-86.1554034,US-IN,14
hwy 54 wetland,P,L4457177,37.8364626,-95.9738159,US-KS,14
Camp Ernst Wetland,P,L8304340,39.000867,-84.724998,US-KY,14
West Roxbury High School wetland,P,L2956943,42.282008,-71.172781,US-MA,14
Barnstable Ct Wetland,P,L11245101,39.4056695,-76.4507143,US-MD,14
Mt. Briar Wetlands Preserve,P,L697678,39.4391097,-77.674284,US-MD,14
Rines Wetland & Wildlife Preserve,H,L9394976,44.6182099,-69.3883823,US-ME,14
29 Mile Rd and Omo Wetlands,P,L4505140,42.7608579,-82.8587151,US-MI,14
Riethmiller Rd. Wetland east of Church,P,L4526396,42.3598299,-84.1745472,US-MI,14
Washtenaw Co. Lima Center Road wetland Lima Sec. 16 NE,P,L1176505,42.3027051,-83.9577878,US-MI,14
woods fields and wetlands nw of 6162 Mast Rd.,P,L9385180,42.374687,-83.8665499,US-MI,14
Gentex--Riley St. wetlands,H,L6191391,42.8271649,-86.0091912,US-MI,14
Wetland East of Hotel Ave,P,L1893973,42.9092,-85.53597,US-MI,14
Henneberry Wetlands,H,L9387422,45.0785426,-112.7965077,US-MT,14
Windygap Rd wetland,P,L3588527,35.166738,-80.992622,US-NC,14
K Avenue wetlands,P,L8081201,42.4101194,-96.5495763,US-NE,14
Putnam Creek Wetland,H,L3804603,43.8779123,-73.5366011,US-NY,14
Big Bailey Road north of wetland,P,L12182397,39.4328519,-82.1301827,US-OH,14
Pittsburg Road - Older growth patch and wetland,P,L5997849,45.8971951,-123.0873772,US-OR,14
jackson-frazier wetland,P,L2687299,44.6041831,-123.2396615,US-OR,14
124th Ave wetlands Sherwood,P,L10304303,45.3829508,-122.805404,US-OR,14
Happ Memorial Wetland,P,L12335311,44.5156084,-124.0619985,US-OR,14
"EEW, snag wetland",P,L7415451,44.7020758,-123.2050201,US-OR,14
"Kohler Rd. wetland, Bowers",P,L2064018,40.4932822,-75.7364631,US-PA,14
State Game Lands 234 Man-made Wetlands,P,L8940576,40.2549073,-75.5114997,US-PA,14
State Game Lands 162--Alder Run Wetlands,H,L7270539,41.9664584,-79.8489547,US-PA,14
"Mutual wetlands (40.2306,-79.4794)",P,L8996299,40.230559,-79.47944,US-PA,14
Grays Woods Wetlands,H,L2125683,40.7976972,-77.9644775,US-PA,14
Nickajack Trace & Black Fox Wetlands,H,L1073867,35.8004812,-86.3490629,US-TN,14
Austin--Breckenridge Drive wetlands,P,L3088102,30.1973073,-97.6985854,US-TX,14
Lake Fork--CR1960 wetland,H,L1219160,32.8804065,-95.5675364,US-TX,14
Arnold wetland,P,L719583,43.794127,-72.3005469,US-VT,14
Ault Field Road Wetland,P,L6020108,48.3256081,-122.6452866,US-WA,14
blackjack creek wetlands,P,L1476570,47.4832385,-122.6427449,US-WA,14
Quincy Bluff and Wetlands SNA--14th Ct. (North Access),H,L16406804,43.8842131,-89.8426556,US-WI,14
Wetlands near Mickelson Ln,H,L7593283,42.5509305,-110.1390553,US-WY,14
UBIF official use only Crissy/quarter master reach tidal wetlands,H,L7384603,37.8048037,-122.4557295,US-CA,13
"Sambrito Wetlands, Navajo State Park, Colorado section",P,L13154051,37.0022234,-107.4758175,US-CO,13
Wetlands near Hwy 133 and Pitkin CR 3,H,L5914984,39.124383,-107.269987,US-CO,13
CO-Mesa-10 Rd_wetland,P,L4576024,39.2460582,-108.8685966,US-CO,13
28th Street Wetlands,P,L8878544,27.8719647,-82.6709991,US-FL,13
Center Point Wetlands,P,L7503022,42.1897578,-91.7978954,US-IA,13
Orange School Wetlands,H,L3070134,42.4265062,-92.3631836,US-IA,13
US-IL-Rardin wetland-County Road 1500N - 39.5946x-88.1038,P,L4465080,39.59457,-88.1038,US-IL,13
Killdeer Wetlands,P,L17116537,41.5447,-87.759,US-IL,13
"Hibbs Rd Wetland, also known as Perrysville Marsh",H,L11244386,39.981305,-87.4142151,US-IN,13
Universal Strip Mines (CR1630) -- Powerline Wetland Area,P,L6041570,39.6432377,-87.5207103,US-IN,13
Peace Rd. Wetlands,H,L1283937,37.9350411,-98.2345104,US-KS,13
NW Furman Rd. Wetland,H,L3820057,39.0856501,-95.7144313,US-KS,13
Todd's Corner Wetlands,P,L1134456,38.8326876,-76.1340308,US-MD,13
"ME, Unity, Bacon Rd wetland MBA Quad Albion-NE",P,L5692797,44.6129765,-69.3959999,US-ME,13
Kelly / Barnes wetlands,P,L5944176,42.5198371,-84.3680906,US-MI,13
Wetland near M5,P,L3512692,42.53775,-83.44786,US-MI,13
County Road 16 Wetlands,P,L6428962,45.4875982,-93.7879229,US-MN,13
"Wetlands, private",P,L2835094,38.91775,-93.600769,US-MO,13
Montford Wetland,P,L2752101,48.2018341,-114.2010355,US-MT,13
09 Van Hook Wetland,P,L4991121,46.6191058,-112.0540237,US-MT,13
Simmons Street Wetlands,P,L16337050,35.122879,-77.064523,US-NC,13
Lowe's Wetland,P,L4678669,36.143145,-81.859724,US-NC,13
Boone Greenway (wetlands to sewage plant),P,L3512115,36.2098746,-81.6503048,US-NC,13
Six Mile Creek Wetland,P,L10962509,35.01132,-80.82883,US-NC,13
"East Creek Wetlands  1004 Jersey Avenue, Union Beach, New Jersey, US (40.443, -74.158)",P,L11686023,40.4431366,-74.1583586,US-NJ,13
Snug Harbor Cultural Center--Wetlands,H,L10397917,40.641737,-74.1048136,US-NY,13
Pickerel Creek Wildlife Area--Ohms Rd. Wetlands,H,L2924024,41.4147967,-83.0403543,US-OH,13
Cuyahoga Valley NP - Rockside Rd. lot west to wetlands and south along railroad tracks,P,L5695900,41.3930282,-81.6284434,US-OH,13
Wayne National Forest--Paynes Wetland,H,L8223758,39.5542952,-82.2675581,US-OH,13
Sardis-Fielding Wetlands,H,L1833666,38.8520591,-82.5296637,US-OH,13
Grand River Wildlife Area--Coffee Creek Wetlands,H,L3691395,41.4223756,-80.9272617,US-OH,13
Coyote Spencer Wetlands--general (restricted access),H,L8418618,44.0116334,-123.2634449,US-OR,13
Mitigation Wetlands,P,L12460920,42.2112237,-121.7723999,US-OR,13
E. Dutton Rd Wetlands and Pond,P,L1416930,42.4437031,-122.8257244,US-OR,13
Minthorn Springs Wetland,P,L4120009,45.4422,-122.624484,US-OR,13
Lost River Wetland Mitigation Bank,H,L12598373,42.17587,-121.609651,US-OR,13
Babcock Road Wetland,P,L7271631,41.7646802,-75.9496339,US-PA,13
Plotts Rd. Wetland (roadside access only),H,L2567286,41.0623259,-76.7794588,US-PA,13
Turkey Creek Wetland--Hospital Area,H,L344931,35.8987338,-84.1415405,US-TN,13
Lynn Co.--FM179 x FM2053 Wetlands,H,L5386203,32.9638371,-102.0143223,US-TX,13
McCorquedale Road Wetland,H,L2465023,48.4548098,-122.3540565,US-WA,13
Secret Harbor: Point Count 3 (semi-open between wetland and forest),P,L1423255,48.54586,-122.694516,US-WA,13
wetland #3,P,L3223824,47.7648039,-122.2421082,US-WA,13
Albany CW - Highway F Wetland & Pond,P,L3756841,42.7004625,-89.4508767,US-WI,13
Leverich Farm Wetland,P,L6107925,43.5915194,-89.5102715,US-WI,13
Hwy 71 Overpass Wetlands,P,L1173304,43.9307244,-90.7762527,US-WI,13
Uchee Creek and wetlands,P,L7295148,32.4107191,-85.1061458,US-AL,12
West Wetlands,P,L8366809,32.730792,-114.638799,US-AZ,12
Alamo River Wetlands Project,P,L3463021,32.99261,-115.46699,US-CA,12
South Volonte Wetland Trail,H,L10107177,40.4409478,-122.3014392,US-CA,12
"CA Monterey, Moss Landing State Beach, wetlands",P,L7108914,36.8167524,-121.7889683,US-CA,12
"Willow Creek, Morman Island Wetland",P,L7300876,38.6920753,-121.1168003,US-CA,12
Los Cerritos Wetlands,H,L608023,33.7606679,-118.1087351,US-CA,12
Sambrito Wetlands (Navajo SP),P,L4696466,37.001593,-107.4718022,US-CO,12
Challenger Park-Wetland Directly Behind Rec Center,P,L4523145,39.535621,-104.783894,US-CO,12
Creek and wetland east of Quency St,P,L9095402,39.8909944,-104.731235,US-CO,12
Palm Beach County College restored wetland,H,L456937,26.6155412,-80.0854826,US-FL,12
"Ranches and wetlands on Highway 846, Collier County",P,L3559682,26.4190837,-81.3534594,US-FL,12
Walmart Wetlands,H,L10422015,27.0255831,-82.0486498,US-FL,12
"South end of Goodbys Creek Wetlands Jax,FL",P,L13585188,30.2131758,-81.6079361,US-FL,12
Stateline Wetland,H,L4126332,34.9909451,-83.3844388,US-GA,12
Hwy 18 Private Wetland,P,L4474527,42.9651535,-91.9510818,US-IA,12
Almo Creek Wetland,H,L4604803,42.1304128,-113.6635157,US-ID,12
Hauser Lake Wetlands,H,L18167121,47.7878024,-117.0153472,US-ID,12
Oak St Wetland in Griffith,P,L2938016,41.531412,-87.444543,US-IN,12
Limberlost Swamp Wetland Preserve--Geneva Entrance,H,L4227267,40.590336,-84.9643993,US-IN,12
Cunningham Wetland (Pratt Co.),H,L2237922,37.664893,-98.467303,US-KS,12
Junction City Wetlands,H,L517942,39.0168664,-96.8216702,US-KS,12
Elm Creek--Curry Ln. Wetlands,H,L4118987,37.2894357,-98.5581994,US-KS,12
Beaver Creek Wetlands (Menifee Co.),H,L2218929,37.9875968,-83.5519266,US-KY,12
"PCAC Wetland Overlook Trail WEST, inc. high viewing platform (0.15 mi)",P,L7647401,38.858803,-76.129036,US-MD,12
"Bell Marsh Wetlands, York Land Trust",H,L7365358,43.2126653,-70.718516,US-ME,12
D Ave. E. wetland,H,L11014640,42.3783727,-85.420737,US-MI,12
Dutch Settlement Rd. wetland,H,L7925799,41.98143,-85.8983519,US-MI,12
EF Ave. E. wetland,H,L9024029,42.3546856,-85.4609453,US-MI,12
Saint Jude Wetlands Preserve,H,L5790856,43.0256864,-85.6424725,US-MI,12
60th and Segwun wetland reclamation (no entry),H,L2793903,42.858273,-85.349756,US-MI,12
Izaac Walton Wetland,P,L1178148,43.9965656,-92.5359535,US-MN,12
Dog Walk-2.6mi Loop-Chan HS-Wetlands,P,L2830119,44.8456139,-93.5702777,US-MN,12
Lindon Q. Skidmore Wetland Management Unit,H,L1873915,38.354399,-93.8031247,US-MO,12
Collins Dr wetland,H,L3838784,46.699482,-111.978813,US-MT,12
Berkeley Ballpark and Wetlands,P,L12224916,35.3506683,-82.4704623,US-NC,12
"Brookline, Lancy Brook wetlands",P,L5928541,42.746542,-71.708134,US-NH,12
New Berlin Wetland Trust - Private,P,L5976278,42.572399,-75.3365672,US-NY,12
Petersburg Rd. Wetland,P,L11709870,42.700615,-77.125665,US-NY,12
Mill Rd Wetland,P,L6172401,42.794625,-74.861075,US-NY,12
"cemetery- wetland 177 Vineyard Ave, Highland US-NY (41.7105,-73.9745)",P,L11178310,41.710542,-73.974513,US-NY,12
Hulls Falls Road wetland pool,P,L7909737,44.2314914,-73.7910744,US-NY,12
"Bevin Rd. Wetlands, Eatons Neck",H,L506125,40.9387067,-73.3794022,US-NY,12
Tamarac Wetlands,P,L1119715,42.7541342,-73.5677147,US-NY,12
US-NY-Volney - Maple Ave- Wetland -,P,L2101041,43.308844,-76.367327,US-NY,12
Altizer Wetland (private),P,L4613198,40.3058354,-82.6483092,US-OH,12
River Drive Wetland,P,L404961,39.5409846,-82.9973316,US-OH,12
Deer Creek Wildlife Area--Wetland Levee,H,L12093280,39.5742307,-83.2518167,US-OH,12
Ainsworth Circle Wetlands,H,L2147917,45.565799,-122.536102,US-OR,12
"Eugene, Greenhill Rd. wetland",P,L3326353,44.0571991,-123.20961,US-OR,12
Fernhill Wetlands,P,L9256293,45.5091515,-123.0901444,US-OR,12
Corvallis--Jackson-Frazier Wetland--South edge,P,L8357873,44.603787,-123.2365611,US-OR,12
Cullaby Wetland Trail (35),P,L7570944,46.0822468,-123.9113874,US-OR,12
Bellfountain Wetland north,P,L3529909,44.51207,-123.33789,US-OR,12
Finley Road Conservation Wetland,P,L1443499,44.4279451,-123.3000635,US-OR,12
Duckflat Rd/Hunsaker Rd  Wetland Reserve,P,L2386295,44.7848009,-122.9402947,US-OR,12
"EEW, south wetland jct.",P,L12347596,44.6869603,-123.2106968,US-OR,12
Indian Trail Rd--wetlands,P,L2686135,40.4574216,-76.0130847,US-PA,12
Spruce Run Wetland - SGL 317,P,L4623040,40.8946365,-77.1861461,US-PA,12
Lowber Wetlands,P,L4204702,40.2512903,-79.7634244,US-PA,12
Buck Run Wetlands,P,L508986,40.1912827,-80.44801,US-PA,12
Beaver Dr. Wetland,H,L11313856,41.1213493,-78.7420688,US-PA,12
PA-SQ-Warner Wetland,P,L2768900,41.7661477,-75.9498596,US-PA,12
"ACWS #8 WBNU OldPonds/NewWetland SpringCreekCanyon 40.8710878, -77.7973652",P,L7604348,40.8710878,-77.7973652,US-PA,12
"PA, Bucks New Ford Mill Rd. wetland mitigation site",P,L3606523,40.1666672,-74.7714257,US-PA,12
East Lebanon Weis Market Wetlands,H,L3466760,40.3500209,-76.3828956,US-PA,12
Big Beaver Wetlands,H,L758980,40.8461886,-80.4026373,US-PA,12
"TN Hamilton, VW Wetlands",P,L5372470,35.0940646,-85.1328182,US-TN,12
Broadlands Wetlands (The van Metre Nature Preserve),P,L12477569,39.010775,-77.501566,US-VA,12
Mill Pond South Wetland Complex,H,L812235,43.4664756,-72.4005439,US-VT,12
Secret Harbor: Point Count 2 (in large valley wetland),P,L1423243,48.548036,-122.695128,US-WA,12
Mortorelli Wetland,P,L6333049,46.718547,-92.083301,US-WI,12
Grohskopf Wetlands,H,L5917647,43.8935131,-87.8946698,US-WI,12
First Avenue Wetlands,P,L4551250,44.951766,-91.380769,US-WI,12
Quincy Bluff and Wetlands SNA--Rattlesnake Mound,H,L4766055,43.874388,-89.839089,US-WI,12
Waupun North SE: Horicon NWR--Auto Tour and Trails (northeast wetland),P,L4762842,43.6265624,-88.6667584,US-WI,12
Ondossagon - South Wetland,P,L3670115,46.5969725,-90.9706914,US-WI,12
Wetland-Meadow-Draw-Woods-Stream Loop 6681 Leaches Crossing Rd,P,L16636130,43.139117,-90.23619,US-WI,12
Wetlands of Winfield,P,L297532,38.5377341,-81.8781756,US-WV,12
Wetland Drive,P,L8630061,44.7724308,-106.947525,US-WY,12
Paradise Road Plant Wetland,P,L3630116,42.6721657,-109.8152375,US-WY,12
Senatobia Creek wetland,H,L991535,34.6173871,-89.9469566,US-MS,11
Clark County Wetlands Park--Archery Weir,P,L6596402,36.0916643,-115.0021543,US-NV,11
Anderson Wetland,P,L12114309,46.703749,-98.232543,US-ND,11
Gin Creek Rd. Wetland,H,L6235396,31.6791767,-86.1979024,US-AL,11
Maumelle Wetland Trail,H,L1036341,34.8463179,-92.3784408,US-AR,11
Charles Wooden Rd. Wetland,H,L4102014,34.2461332,-91.9185211,US-AR,11
Ballona Wetlands--Area C,H,L2044539,33.9781005,-118.4298706,US-CA,11
